,county,cases,deaths
42953,Uvalde,5,0
42954,Val Verde,11,0
42955,Van Zandt,7,1
42956,Victoria,59,0
42957,Walker,15,0
42958,Waller,11,0
42959,Washington,26,1
42960,Webb,135,6
42961,Wharton,17,0
42962,Wichita,50,0
42963,Willacy,5,1
42964,Williamson,87,4
42965,Wilson,7,0
42966,Wise,3,0
42967,Wood,4,0
42968,Young,3,0
42969,Zapata,1,0
42970,Box Elder,13,0
42971,Cache,28,0
42972,Carbon,2,0
42973,Davis,163,2
42974,Duchesne,2,0
42975,Emery,2,0
42976,Garfield,1,0
42977,Grand,1,0
42978,Iron,13,0
42979,Juab,2,0
42980,Kane,2,0
42981,Millard,4,0
42982,Morgan,8,0
42983,Salt Lake,868,7
42984,San Juan,6,0
42985,Summit,273,0
42986,Tooele,23,0
42987,Uintah,4,0
42988,Utah,267,0
42989,Wasatch,82,0
42990,Washington,27,0
42991,Weber,84,1
42992,Addison,49,0
42993,Bennington,28,1
42994,Caledonia,8,0
42995,Chittenden,324,15
42996,Essex,3,0
42997,Franklin,33,3
42998,Grand Isle,1,0
42999,Lamoille,19,1
43000,Orange,5,0
43001,Orleans,8,0
43002,Rutland,31,0
43003,Unknown,8,0
43004,Washington,24,0
43005,Windham,40,1
43006,Windsor,24,2
43007,Unknown,45,1
43008,Accomack,11,0
43009,Albemarle,41,0
43010,Alexandria city,143,1
43011,Alleghany,2,0
43012,Amelia,8,0
43013,Amherst,8,0
43014,Appomattox,3,0
43015,Arlington,254,2
43016,Augusta,13,0
43017,Bedford,12,0
43018,Botetourt,18,0
43019,Bristol city,1,0
43020,Brunswick,1,0
43021,Buchanan,1,0
43022,Buckingham,9,0
43023,Buena Vista city,4,0
43024,Campbell,4,0
43025,Caroline,4,0
43026,Carroll,2,0
43027,Charles City,5,0
43028,Charlotte,1,0
43029,Charlottesville city,23,1
43030,Chesapeake city,99,1
43031,Chesterfield,145,0
43032,Clarke,3,0
43033,Covington city,1,0
43034,Craig,2,0
43035,Culpeper,10,0
43036,Cumberland,6,0
43037,Danville city,15,0
43038,Dinwiddie,2,0
43039,Emporia city,4,0
43040,Fairfax,570,9
43041,Fauquier,17,0
43042,Fluvanna,12,0
43043,Franklin,12,0
43044,Franklin city,5,0
43045,Frederick,46,0
43046,Fredericksburg city,8,0
43047,Galax city,1,0
43048,Giles,2,0
43049,Gloucester,16,0
43050,Goochland,24,0
43051,Greene,4,0
43052,Greensville,5,0
43053,Halifax,2,0
43054,Hampton city,53,1
43055,Hanover,22,0
43056,Harrisonburg city,36,0
43057,Henrico,291,33
43058,Henry,4,0
43059,Hopewell city,13,0
43060,Isle of Wight,23,0
43061,James City,122,3
43062,King George,11,0
43063,King William,2,0
43064,King and Queen,1,0
43065,Lancaster,1,0
43066,Lee,3,0
43067,Lexington city,3,0
43068,Loudoun,238,0
43069,Louisa,16,0
43070,Lunenburg,2,0
43071,Lynchburg city,20,0
43072,Madison,5,0
43073,Manassas Park city,5,0
43074,Manassas city,20,0
43075,Mathews,2,0
43076,Mecklenburg,16,0
43077,Montgomery,16,0
43078,Nelson,3,0
43079,New Kent,11,0
43080,Newport News city,60,1
43081,Norfolk city,77,1
43082,Northampton,2,0
43083,Northumberland,3,0
43084,Nottoway,3,0
43085,Orange,7,0
43086,Page,3,0
43087,Petersburg city,9,0
43088,Pittsylvania,3,0
43089,Poquoson city,4,0
43090,Portsmouth city,41,1
43091,Powhatan,4,0
43092,Prince Edward,3,0
43093,Prince George,24,0
43094,Prince William,263,1
43095,Pulaski,2,0
43096,Radford city,1,0
43097,Rappahannock,1,0
43098,Richmond,2,0
43099,Richmond city,119,2
43100,Roanoke,9,0
43101,Roanoke city,14,0
43102,Rockbridge,3,0
43103,Rockingham,20,0
43104,Russell,1,0
43105,Salem city,1,0
43106,Shenandoah,13,0
43107,Smyth,5,0
43108,Southampton,5,0
43109,Spotsylvania,31,0
43110,Stafford,48,0
43111,Staunton city,1,0
43112,Suffolk city,31,0
43113,Surry,3,0
43114,Sussex,6,0
43115,Tazewell,4,0
43116,Virginia Beach city,207,1
43117,Warren,8,0
43118,Washington,12,0
43119,Waynesboro city,2,0
43120,Westmoreland,5,0
43121,Williamsburg city,16,1
43122,Winchester city,15,0
43123,Wise,4,0
43124,Wythe,6,0
43125,York,25,1
43126,Adams,30,0
43127,Asotin,4,0
43128,Benton,190,19
43129,Chelan,35,3
43130,Clallam,10,0
43131,Clark,190,13
43132,Columbia,1,0
43133,Cowlitz,21,0
43134,Douglas,12,0
43135,Ferry,1,0
43136,Franklin,75,2
43137,Grant,95,2
43138,Grays Harbor,7,0
43139,Island,149,7
43140,Jefferson,27,0
43141,King,3690,246
43142,Kitsap,119,1
43143,Kittitas,15,0
43144,Klickitat,11,1
43145,Lewis,17,2
43146,Lincoln,1,0
43147,Mason,17,0
43148,Okanogan,12,0
43149,Pend Oreille,1,0
43150,Pierce,801,16
43151,San Juan,12,0
43152,Skagit,169,5
43153,Skamania,2,0
43154,Snohomish,1694,61
43155,Spokane,231,13
43156,Stevens,6,0
43157,Thurston,77,1
43158,Unknown,705,0
43159,Wahkiakum,2,0
43160,Walla Walla,17,0
43161,Whatcom,238,20
43162,Whitman,13,0
43163,Yakima,400,18
43164,Barbour,4,0
43165,Berkeley,73,0
43166,Boone,1,0
43167,Braxton,1,0
43168,Brooke,1,0
43169,Cabell,13,0
43170,Fayette,1,0
43171,Greenbrier,3,0
43172,Hampshire,2,0
43173,Hancock,7,0
43174,Hardy,2,0
43175,Harrison,29,1
43176,Jackson,19,1
43177,Jefferson,40,0
43178,Kanawha,70,0
43179,Lewis,1,0
43180,Logan,8,0
43181,Marion,29,1
43182,Marshall,5,0
43183,Mason,6,0
43184,McDowell,3,0
43185,Mercer,6,0
43186,Mineral,3,0
43187,Monongalia,73,1
43188,Morgan,4,0
43189,Nicholas,2,0
43190,Ohio,19,0
43191,Pendleton,1,0
43192,Pleasants,1,0
43193,Preston,6,0
43194,Putnam,10,0
43195,Raleigh,5,0
43196,Randolph,3,0
43197,Roane,2,0
43198,Taylor,5,0
43199,Tucker,3,0
43200,Tyler,1,0
43201,Upshur,2,0
43202,Wetzel,3,0
43203,Wirt,1,0
43204,Wood,14,0
43205,Wyoming,1,0
43206,Adams,2,0
43207,Ashland,1,0
43208,Barron,5,0
43209,Bayfield,3,0
43210,Brown,47,0
43211,Buffalo,2,1
43212,Calumet,4,0
43213,Chippewa,17,0
43214,Clark,7,0
43215,Columbia,24,1
43216,Crawford,2,0
43217,Dane,302,11
43218,Dodge,16,0
43219,Door,7,0
43220,Douglas,7,0
43221,Dunn,6,0
43222,Eau Claire,21,0
43223,Florence,2,0
43224,Fond du Lac,48,2
43225,Grant,3,0
43226,Green,9,0
43227,Iowa,4,0
43228,Iron,1,1
43229,Jackson,5,0
43230,Jefferson,16,0
43231,Juneau,5,0
43232,Kenosha,129,1
43233,Kewaunee,1,0
43234,La Crosse,22,0
43235,Lafayette,1,0
43236,Manitowoc,4,0
43237,Marathon,12,0
43238,Marinette,3,0
43239,Marquette,2,0
43240,Menominee,1,0
43241,Milwaukee,1417,59
43242,Monroe,5,0
43243,Oconto,2,0
43244,Oneida,5,0
43245,Outagamie,25,2
43246,Ozaukee,70,11
43247,Pierce,7,0
43248,Portage,4,0
43249,Racine,77,2
43250,Richland,3,0
43251,Rock,42,2
43252,Rusk,3,0
43253,Sauk,20,2
43254,Shawano,4,0
43255,Sheboygan,31,2
43256,St. Croix,7,0
43257,Trempealeau,1,0
43258,Vilas,4,0
43259,Walworth,23,0
43260,Washington,62,3
43261,Waukesha,174,5
43262,Waupaca,2,1
43263,Waushara,1,0
43264,Winnebago,24,1
43265,Wood,2,0
43266,Albany,4,0
43267,Campbell,6,0
43268,Carbon,4,0
43269,Converse,3,0
43270,Crook,1,0
43271,Fremont,37,0
43272,Goshen,2,0
43273,Hot Springs,1,0
43274,Johnson,8,0
43275,Laramie,44,0
43276,Lincoln,3,0
43277,Natrona,23,0
43278,Park,1,0
43279,Sheridan,12,0
43280,Sublette,1,0
43281,Sweetwater,5,0
43282,Teton,39,0
43283,Uinta,2,0
43284,Washakie,4,0
43285,Autauga,17,1
43286,Baldwin,59,1
43287,Barbour,7,0
43288,Bibb,11,0
43289,Blount,11,0
43290,Bullock,4,0
43291,Butler,3,0
43292,Calhoun,54,0
43293,Chambers,161,8
43294,Cherokee,7,0
43295,Chilton,25,0
43296,Choctaw,6,0
43297,Clarke,13,0
43298,Clay,11,0
43299,Cleburne,12,0
43300,Coffee,14,0
43301,Colbert,8,1
43302,Conecuh,3,0
43303,Coosa,10,0
43304,Covington,10,0
43305,Crenshaw,2,0
43306,Cullman,29,1
43307,Dale,6,0
43308,Dallas,10,0
43309,DeKalb,16,0
43310,Elmore,29,0
43311,Escambia,5,0
43312,Etowah,53,5
43313,Fayette,1,0
43314,Franklin,8,0
43315,Greene,13,0
43316,Hale,7,0
43317,Henry,8,0
43318,Houston,33,1
43319,Jackson,22,2
43320,Jefferson,523,14
43321,Lamar,7,0
43322,Lauderdale,20,3
43323,Lawrence,8,0
43324,Lee,206,6
43325,Limestone,35,0
43326,Lowndes,12,0
43327,Macon,9,1
43328,Madison,177,3
43329,Marengo,14,1
43330,Marion,33,3
43331,Marshall,64,2
43332,Mobile,329,10
43333,Monroe,6,1
43334,Montgomery,90,3
43335,Morgan,36,0
43336,Perry,2,0
43337,Pickens,19,0
43338,Pike,18,0
43339,Randolph,20,3
43340,Russell,18,0
43341,Shelby,183,5
43342,St. Clair,37,0
43343,Sumter,17,0
43344,Talladega,30,0
43345,Tallapoosa,48,2
43346,Tuscaloosa,86,0
43347,Walker,72,0
43348,Washington,11,1
43349,Wilcox,17,0
43350,Winston,3,0
43351,Anchorage,109,4
43352,Bethel Census Area,1,0
43353,Fairbanks North Star Borough,73,1
43354,Juneau City and Borough,14,0
43355,Kenai Peninsula Borough,13,0
43356,Ketchikan Gateway Borough,14,0
43357,Matanuska-Susitna Borough,6,0
43358,Petersburg Borough,1,0
43359,Southeast Fairbanks Census Area,1,0
43360,Yukon-Koyukuk Census Area,1,0
43361,Apache,52,3
43362,Cochise,11,0
43363,Coconino,210,15
43364,Gila,3,0
43365,Graham,2,0
43366,Greenlee,1,0
43367,La Paz,4,0
43368,Maricopa,1689,39
43369,Mohave,27,1
43370,Navajo,286,7
43371,Pima,512,20
43372,Pinal,137,3
43373,Santa Cruz,7,0
43374,Yavapai,62,1
43375,Yuma,15,0
43376,Arkansas,2,0
43377,Ashley,9,0
43378,Baxter,4,0
43379,Benton,47,0
43380,Boone,3,0
43381,Bradley,6,0
43382,Carroll,2,0
43383,Chicot,4,0
43384,Clark,27,0
43385,Clay,1,0
43386,Cleburne,69,4
43387,Cleveland,8,0
43388,Columbia,3,0
43389,Conway,4,1
43390,Craighead,28,0
43391,Crawford,3,0
43392,Crittenden,77,2
43393,Cross,6,0
43394,Dallas,1,0
43395,Desha,5,0
43396,Drew,5,0
43397,Faulkner,56,1
43398,Franklin,1,0
43399,Garland,66,0
43400,Grant,7,0
43401,Greene,6,0
43402,Hempstead,3,1
43403,Hot Spring,8,0
43404,Howard,6,0
43405,Independence,5,0
43406,Izard,1,0
43407,Jefferson,91,1
43408,Johnson,11,0
43409,Lafayette,2,0
43410,Lawrence,9,1
43411,Lee,2,0
43412,Lincoln,10,0
43413,Logan,1,0
43414,Lonoke,26,0
43415,Madison,1,0
43416,Miller,20,0
43417,Mississippi,6,0
43418,Monroe,1,0
43419,Nevada,1,0
43420,Newton,1,0
43421,Ouachita,5,0
43422,Perry,2,0
43423,Phillips,2,0
43424,Pike,2,0
43425,Poinsett,6,0
43426,Polk,6,0
43427,Pope,23,0
43428,Prairie,2,0
43429,Pulaski,221,8
43430,Randolph,7,0
43431,Saline,31,1
43432,Scott,1,0
43433,Searcy,6,0
43434,Sebastian,9,0
43435,Sevier,6,0
43436,Sharp,2,0
43437,St. Francis,31,0
43438,Stone,7,0
43439,Union,16,0
43440,Unknown,14,0
43441,Van Buren,26,1
43442,Washington,37,0
43443,White,27,0
43444,Woodruff,1,0
43445,Yell,1,0
43446,Alameda,734,17
43447,Alpine,2,0
43448,Amador,6,0
43449,Butte,13,0
43450,Calaveras,8,0
43451,Colusa,3,0
43452,Contra Costa,484,8
43453,Del Norte,2,0
43454,El Dorado,30,0
43455,Fresno,173,3
43456,Glenn,2,0
43457,Humboldt,50,0
43458,Imperial,79,2
43459,Inyo,11,0
43460,Kern,330,3
43461,Kings,7,0
43462,Lake,3,0
43463,Los Angeles,7955,223
43464,Madera,30,2
43465,Marin,154,10
43466,Mendocino,4,0
43467,Merced,40,3
43468,Mono,20,1
43469,Monterey,71,3
43470,Napa,29,2
43471,Nevada,34,1
43472,Orange,1079,17
43473,Placer,120,4
43474,Plumas,3,0
43475,Riverside,1280,33
43476,Sacramento,612,22
43477,San Benito,34,2
43478,San Bernardino,729,24
43479,San Diego,1628,40
43480,San Francisco,727,10
43481,San Joaquin,245,14
43482,San Luis Obispo,104,1
43483,San Mateo,633,21
43484,Santa Barbara,243,2
43485,Santa Clara,1442,48
43486,Santa Cruz,80,1
43487,Shasta,24,3
43488,Siskiyou,4,0
43489,Solano,120,2
43490,Sonoma,136,1
43491,Stanislaus,103,0
43492,Sutter,22,2
43493,Tehama,1,0
43494,Tulare,187,10
43495,Tuolumne,1,0
43496,Ventura,274,7
43497,Yolo,71,3
43498,Yuba,15,3
43499,Adams,475,16
43500,Alamosa,7,2
43501,Arapahoe,877,24
43502,Archuleta,6,0
43503,Baca,9,0
43504,Boulder,217,7
43505,Broomfield,61,2
43506,Chaffee,26,3
43507,Clear Creek,10,0
43508,Costilla,3,0
43509,Crowley,1,1
43510,Custer,2,0
43511,Delta,6,1
43512,Denver,1031,38
43513,Douglas,270,10
43514,Eagle,394,5
43515,El Paso,534,32
43516,Elbert,10,1
43517,Fremont,5,0
43518,Garfield,50,2
43519,Gilpin,1,0
43520,Grand,4,0
43521,Gunnison,99,2
43522,Hinsdale,1,0
43523,Huerfano,1,0
43524,Jefferson,660,25
43525,Kit Carson,6,0
43526,La Plata,37,0
43527,Lake,4,0
43528,Larimer,174,9
43529,Las Animas,2,0
43530,Lincoln,1,0
43531,Logan,13,0
43532,Mesa,32,0
43533,Mineral,2,0
43534,Moffat,3,0
43535,Montezuma,8,1
43536,Montrose,38,3
43537,Morgan,44,0
43538,Otero,5,0
43539,Ouray,4,1
43540,Park,5,0
43541,Phillips,4,0
43542,Pitkin,39,2
43543,Prowers,1,0
43544,Pueblo,48,3
43545,Rio Blanco,1,0
43546,Rio Grande,5,0
43547,Routt,32,0
43548,Saguache,3,0
43549,San Miguel,11,0
43550,Summit,57,0
43551,Teller,12,1
43552,Unknown,233,0
43553,Washington,2,0
43554,Weld,614,36
43555,Yuma,2,0
43556,Fairfield,4882,178
43557,Hartford,1471,75
43558,Litchfield,315,13
43559,Middlesex,205,14
43560,New Haven,2183,78
43561,New London,139,6
43562,Tolland,145,13
43563,Unknown,392,2
43564,Windham,52,1
43565,Kent,214,3
43566,New Castle,701,13
43567,Sussex,294,7
43568,District of Columbia,1523,32
43569,Alachua,154,0
43570,Baker,16,2
43571,Bay,34,1
43572,Bradford,20,0
43573,Brevard,111,2
43574,Broward,2480,67
43575,Calhoun,4,0
43576,Charlotte,81,4
43577,Citrus,58,6
43578,Clay,110,7
43579,Collier,303,3
43580,Columbia,18,0
43581,DeSoto,20,3
43582,Dixie,1,0
43583,Duval,595,11
43584,Escambia,192,3
43585,Flagler,41,1
43586,Franklin,2,0
43587,Gadsden,11,0
43588,Gilchrist,3,0
43589,Glades,4,1
43590,Gulf,1,0
43591,Hamilton,1,0
43592,Hardee,3,0
43593,Hendry,13,0
43594,Hernando,62,1
43595,Highlands,46,4
43596,Hillsborough,657,9
43597,Holmes,2,0
43598,Indian River,68,0
43599,Jackson,5,0
43600,Jefferson,9,0
43601,Lafayette,1,0
43602,Lake,140,2
43603,Lee,521,14
43604,Leon,77,0
43605,Levy,6,0
43606,Madison,12,0
43607,Manatee,179,11
43608,Marion,75,2
43609,Martin,109,1
43610,Miami-Dade,5897,66
43611,Monroe,53,3
43612,Nassau,32,0
43613,Okaloosa,82,1
43614,Okeechobee,5,0
43615,Orange,859,12
43616,Osceola,295,5
43617,Palm Beach,1331,75
43618,Pasco,139,2
43619,Pinellas,422,10
43620,Polk,234,7
43621,Putnam,25,1
43622,Santa Rosa,96,2
43623,Sarasota,201,10
43624,Seminole,229,1
43625,St. Johns,163,2
43626,St. Lucie,137,6
43627,Sumter,100,7
43628,Suwannee,54,0
43629,Taylor,1,0
43630,Union,2,0
43631,Unknown,2,0
43632,Volusia,179,5
43633,Wakulla,7,0
43634,Walton,26,0
43635,Washington,3,0
43636,Appling,7,0
43637,Atkinson,4,0
43638,Bacon,13,0
43639,Baker,11,2
43640,Baldwin,32,1
43641,Banks,5,0
43642,Barrow,48,3
43643,Bartow,203,15
43644,Ben Hill,7,0
43645,Berrien,6,0
43646,Bibb,56,1
43647,Bleckley,1,0
43648,Brantley,6,1
43649,Brooks,17,1
43650,Bryan,28,2
43651,Bulloch,15,0
43652,Burke,21,1
43653,Butts,25,0
43654,Calhoun,37,2
43655,Camden,19,0
43656,Candler,4,0
43657,Carroll,195,5
43658,Catoosa,10,0
43659,Charlton,2,0
43660,Chatham,131,4
43661,Chattahoochee,3,0
43662,Chattooga,4,1
43663,Cherokee,167,6
43664,Clarke,82,10
43665,Clay,15,1
43666,Clayton,298,11
43667,Clinch,3,0
43668,Cobb,653,32
43669,Coffee,50,2
43670,Colquitt,79,5
43671,Columbia,58,0
43672,Cook,6,0
43673,Coweta,87,2
43674,Crawford,3,0
43675,Crisp,60,0
43676,Dade,2,1
43677,Dawson,24,1
43678,DeKalb,766,13
43679,Decatur,25,0
43680,Dodge,9,0
43681,Dooly,35,1
43682,Dougherty,1042,66
43683,Douglas,134,5
43684,Early,105,5
43685,Echols,2,0
43686,Effingham,19,1
43687,Elbert,3,0
43688,Emanuel,7,0
43689,Fannin,9,0
43690,Fayette,93,4
43691,Floyd,100,5
43692,Forsyth,109,2
43693,Franklin,3,0
43694,Fulton,1336,48
43695,Gilmer,4,0
43696,Glynn,31,0
43697,Gordon,27,3
43698,Grady,13,0
43699,Greene,24,1
43700,Gwinnett,618,17
43701,Habersham,11,0
43702,Hall,247,0
43703,Hancock,1,0
43704,Haralson,15,0
43705,Harris,17,1
43706,Hart,3,0
43707,Heard,3,1
43708,Henry,233,3
43709,Houston,108,7
43710,Irwin,11,0
43711,Jackson,26,1
43712,Jasper,6,0
43713,Jeff Davis,1,0
43714,Jefferson,4,1
43715,Jenkins,8,1
43716,Johnson,14,1
43717,Jones,9,0
43718,Lamar,15,0
43719,Lanier,5,0
43720,Laurens,27,0
43721,Lee,217,15
43722,Liberty,14,0
43723,Lincoln,6,0
43724,Long,1,0
43725,Lowndes,53,1
43726,Lumpkin,9,0
43727,Macon,16,0
43728,Madison,10,1
43729,Marion,8,0
43730,McDuffie,18,2
43731,McIntosh,3,0
43732,Meriwether,18,0
43733,Miller,9,0
43734,Mitchell,118,13
43735,Monroe,12,1
43736,Morgan,13,0
43737,Murray,12,0
43738,Muscogee,118,3
43739,Newton,70,3
43740,Oconee,34,1
43741,Oglethorpe,5,1
43742,Paulding,69,2
43743,Peach,20,2
43744,Pickens,10,2
43745,Pierce,40,1
43746,Pike,12,0
43747,Polk,22,0
43748,Pulaski,9,0
43749,Putnam,5,0
43750,Quitman,4,0
43751,Rabun,6,0
43752,Randolph,95,4
43753,Richmond,89,4
43754,Rockdale,85,2
43755,Schley,11,1
43756,Screven,5,0
43757,Seminole,13,0
43758,Spalding,60,4
43759,Stephens,15,0
43760,Stewart,4,0
43761,Sumter,194,9
43762,Talbot,8,1
43763,Tattnall,3,0
43764,Taylor,5,2
43765,Telfair,7,0
43766,Terrell,98,10
43767,Thomas,72,3
43768,Tift,55,1
43769,Toombs,11,1
43770,Towns,2,0
43771,Treutlen,1,0
43772,Troup,54,3
43773,Turner,25,0
43774,Twiggs,2,0
43775,Union,5,1
43776,Unknown,951,8
43777,Upson,42,0
43778,Walker,4,0
43779,Walton,32,2
43780,Ware,45,4
43781,Warren,6,0
43782,Washington,21,0
43783,Wayne,3,0
43784,Webster,3,0
43785,Wheeler,2,0
43786,White,11,0
43787,Whitfield,21,3
43788,Wilcox,5,0
43789,Wilkes,6,0
43790,Wilkinson,8,0
43791,Worth,70,4
43792,Unknown,542,4
43793,Hawaii,28,0
43794,Honolulu,334,4
43795,Kauai,18,0
43796,Maui,57,2
43797,Unknown,3,0
43798,Ada,494,6
43799,Adams,1,0
43800,Bannock,5,0
43801,Bingham,2,0
43802,Blaine,446,5
43803,Bonner,3,0
43804,Bonneville,11,0
43805,Camas,1,0
43806,Canyon,139,4
43807,Caribou,1,0
43808,Cassia,6,1
43809,Custer,2,0
43810,Elmore,16,0
43811,Fremont,2,0
43812,Gem,8,0
43813,Gooding,5,0
43814,Idaho,3,0
43815,Jefferson,4,0
43816,Jerome,24,2
43817,Kootenai,42,0
43818,Latah,3,0
43819,Lincoln,14,0
43820,Madison,6,0
43821,Minidoka,3,0
43822,Nez Perce,19,5
43823,Owyhee,4,0
43824,Payette,8,0
43825,Power,2,0
43826,Teton,6,0
43827,Twin Falls,70,1
43828,Valley,2,0
43829,Washington,1,0
43830,Adams,22,0
43831,Bond,4,0
43832,Boone,7,1
43833,Bureau,4,0
43834,Calhoun,1,0
43835,Carroll,5,1
43836,Champaign,72,1
43837,Christian,24,4
43838,Clark,4,0
43839,Clinton,31,0
43840,Coles,2,0
43841,Cook,11415,351
43842,Crawford,4,0
43843,Cumberland,2,0
43844,De Witt,2,0
43845,DeKalb,32,1
43846,Douglas,11,0
43847,DuPage,943,36
43848,Effingham,3,1
43849,Fayette,7,0
43850,Ford,5,1
43851,Franklin,2,0
43852,Gallatin,1,0
43853,Grundy,13,0
43854,Hancock,1,0
43855,Henry,18,0
43856,Iroquois,7,0
43857,Jackson,26,2
43858,Jasper,3,0
43859,Jefferson,3,0
43860,Jersey,5,0
43861,Jo Daviess,9,0
43862,Kane,318,20
43863,Kankakee,156,7
43864,Kendall,86,2
43865,Knox,1,0
43866,LaSalle,17,1
43867,Lake,1124,29
43868,Lawrence,2,0
43869,Lee,9,0
43870,Livingston,14,0
43871,Logan,3,0
43872,Macon,15,1
43873,Macoupin,12,0
43874,Madison,89,2
43875,Marion,10,0
43876,Marshall,1,0
43877,Mason,3,0
43878,Massac,2,0
43879,McHenry,198,5
43880,McLean,69,2
43881,Menard,2,0
43882,Mercer,2,0
43883,Monroe,35,1
43884,Montgomery,6,1
43885,Morgan,10,1
43886,Moultrie,2,0
43887,Ogle,14,1
43888,Peoria,16,1
43889,Piatt,5,0
43890,Pike,1,0
43891,Pulaski,4,0
43892,Randolph,34,0
43893,Richland,1,0
43894,Rock Island,73,3
43895,Saline,3,0
43896,Sangamon,39,2
43897,Schuyler,1,0
43898,Shelby,3,0
43899,St. Clair,144,4
43900,Stark,1,0
43901,Stephenson,7,0
43902,Tazewell,17,2
43903,Unknown,68,1
43904,Vermilion,5,0
43905,Wabash,2,0
43906,Washington,2,0
43907,Whiteside,23,1
43908,Will,1012,46
43909,Williamson,10,0
43910,Winnebago,66,3
43911,Woodford,7,0
43912,Adams,2,0
43913,Allen,105,7
43914,Bartholomew,83,4
43915,Blackford,4,0
43916,Boone,84,2
43917,Brown,9,1
43918,Carroll,3,0
43919,Cass,16,1
43920,Clark,96,7
43921,Clay,12,0
43922,Clinton,10,1
43923,Crawford,11,0
43924,Daviess,8,1
43925,DeKalb,5,0
43926,Dearborn,52,2
43927,Decatur,107,6
43928,Delaware,49,1
43929,Dubois,10,0
43930,Elkhart,56,3
43931,Fayette,19,3
43932,Floyd,88,3
43933,Fountain,2,1
43934,Franklin,64,7
43935,Fulton,3,0
43936,Gibson,4,0
43937,Grant,26,2
43938,Greene,12,0
43939,Hamilton,395,16
43940,Hancock,100,2
43941,Harrison,51,1
43942,Hendricks,256,8
43943,Henry,19,0
43944,Howard,42,4
43945,Huntington,6,1
43946,Jackson,53,0
43947,Jasper,16,1
43948,Jay,4,0
43949,Jefferson,10,0
43950,Jennings,45,0
43951,Johnson,248,11
43952,Knox,10,0
43953,Kosciusko,16,1
43954,LaGrange,7,1
43955,LaPorte,30,3
43956,Lake,525,19
43957,Lawrence,56,7
43958,Madison,146,11
43959,Marion,2415,81
43960,Marshall,11,0
43961,Martin,2,0
43962,Miami,13,0
43963,Monroe,61,0
43964,Montgomery,19,0
43965,Morgan,82,2
43966,Newton,6,1
43967,Noble,13,1
43968,Ohio,1,0
43969,Orange,12,2
43970,Owen,17,0
43971,Parke,5,0
43972,Porter,93,0
43973,Posey,5,0
43974,Pulaski,1,0
43975,Putnam,30,2
43976,Randolph,7,1
43977,Ripley,77,3
43978,Rush,14,1
43979,Scott,12,2
43980,Shelby,61,2
43981,Spencer,1,0
43982,St. Joseph,150,2
43983,Starke,6,0
43984,Steuben,12,1
43985,Sullivan,4,0
43986,Switzerland,13,0
43987,Tippecanoe,40,1
43988,Tipton,9,0
43989,Union,5,0
43990,Vanderburgh,49,1
43991,Vermillion,3,0
43992,Vigo,36,2
43993,Wabash,6,0
43994,Warren,2,1
43995,Warrick,30,0
43996,Washington,23,0
43997,Wayne,16,1
43998,Wells,3,0
43999,White,3,0
44000,Whitley,8,1
44001,Adair,1,0
44002,Allamakee,19,1
44003,Appanoose,1,1
44004,Audubon,1,0
44005,Benton,15,1
44006,Black Hawk,21,0
44007,Boone,4,0
44008,Bremer,2,0
44009,Buchanan,6,0
44010,Buena Vista,1,0
44011,Butler,1,0
44012,Carroll,1,0
44013,Cedar,19,0
44014,Cerro Gordo,13,0
44015,Chickasaw,2,0
44016,Clarke,1,0
44017,Clay,2,0
44018,Clayton,5,0
44019,Clinton,21,0
44020,Crawford,6,0
44021,Dallas,36,0
44022,Delaware,1,0
44023,Des Moines,3,0
44024,Dickinson,1,0
44025,Dubuque,31,1
44026,Fayette,3,0
44027,Franklin,1,0
44028,Greene,1,0
44029,Grundy,1,0
44030,Guthrie,1,0
44031,Hamilton,2,0
44032,Hancock,3,0
44033,Hardin,1,0
44034,Harrison,11,0
44035,Henry,15,1
44036,Howard,1,0
44037,Iowa,7,0
44038,Jackson,4,0
44039,Jasper,9,0
44040,Jefferson,3,0
44041,Johnson,171,1
44042,Jones,8,0
44043,Keokuk,2,0
44044,Kossuth,1,0
44045,Lee,1,0
44046,Linn,215,9
44047,Louisa,41,0
44048,Lyon,2,0
44049,Madison,1,0
44050,Mahaska,4,0
44051,Marion,2,0
44052,Marshall,18,0
44053,Mills,1,0
44054,Mitchell,2,0
44055,Monona,6,0
44056,Montgomery,1,0
44057,Muscatine,70,1
44058,O'Brien,3,0
44059,Page,3,0
44060,Plymouth,4,0
44061,Polk,140,5
44062,Pottawattamie,11,0
44063,Poweshiek,6,1
44064,Scott,88,1
44065,Shelby,6,0
44066,Sioux,7,0
44067,Story,7,0
44068,Tama,63,2
44069,Taylor,1,0
44070,Van Buren,6,0
44071,Wapello,2,0
44072,Warren,13,0
44073,Washington,65,2
44074,Webster,2,0
44075,Winnebago,1,0
44076,Winneshiek,5,0
44077,Woodbury,12,0
44078,Worth,1,0
44079,Wright,1,0
44080,Atchison,2,0
44081,Barber,1,0
44082,Barton,4,0
44083,Bourbon,7,1
44084,Butler,8,0
44085,Chautauqua,3,0
44086,Cherokee,5,0
44087,Clay,1,0
44088,Cloud,3,0
44089,Coffey,36,1
44090,Cowley,2,1
44091,Crawford,6,1
44092,Doniphan,1,0
44093,Douglas,38,0
44094,Finney,12,0
44095,Ford,2,0
44096,Franklin,10,0
44097,Geary,5,0
44098,Gove,1,0
